FAMILY	GENUS	SPECIES	CAAB CODE
Ophichthidae	Scolecenchelys	spp	37068921
Ophichthidae	Scolecenchelys	australis	37068003
Ophichthidae	Scolecenchelys	breviceps	37068004
Ophichthidae	Scolecenchelys	castlei	37068054
Ophichthidae	Scolecenchelys	godeffroyi	37068049
Ophichthidae	Scolecenchelys	gymnota	37068020
Ophichthidae	Scolecenchelys	laticaudata	37068022
Ophichthidae	Scolecenchelys	macroptera	37068023
Ophichthidae	Scolecenchelys	nicholsae	37068037
Carcharhinidae	Scoliodon	spp	37018913
Carcharhinidae	Scoliodon	laticaudus	37018790
Nemipteridae	Scolopsis	spp	37347902
Nemipteridae	Scolopsis	affinis	37347030
Nemipteridae	Scolopsis	bilineata	37347031
Nemipteridae	Scolopsis	lineata	37347032
Nemipteridae	Scolopsis	margaritifera	37347033
Nemipteridae	Scolopsis	monogramma	37347006
Nemipteridae	Scolopsis	taenioptera	37347008
Nemipteridae	Scolopsis	trilineata	37347034
Nemipteridae	Scolopsis	vosmeri	37347018
Nemipteridae	Scolopsis	xenochrous	37347035
Scombridae	Scomber	spp	37441923
Scombridae	Scomber	australasicus	37441001
Scombridae	Scomber	japonicus	37441791
Scombridae	Scomber	scombrus	37441790
Scomberesocidae	Scomberesox	spp	37236901
Scomberesocidae	Scomberesox	saurus	37236001
Carangidae	Scomberoides	spp	37337905
Carangidae	Scomberoides	commersonnianus	37337032
Carangidae	Scomberoides	lysan	37337046
Carangidae	Scomberoides	tala	37337045
Carangidae	Scomberoides	tol	37337044
Scombridae	Scomberomorus	spp	37441924
Scombridae	Scomberomorus	commerson	37441007
Scombridae	Scomberomorus	munroi	37441015
Scombridae	Scomberomorus	queenslandicus	37441014
Scombridae	Scomberomorus	semifasciatus	37441018
Scombrolabracidae	Scombrolabrax	spp	37439913
Scombrolabracidae	Scombrolabrax	heterolepis	37439015
Scopelarchidae	Scopelarchoides	spp	37131903
Scopelarchidae	Scopelarchoides	danae	37131003
Scopelarchidae	Scopelarchoides	kreffti	37131006
Scopelarchidae	Scopelarchus	spp	37131904
Scopelarchidae	Scopelarchus	analis	37131004
Scopelarchidae	Scopelarchus	guentheri	37131005
Melamphaidae	Scopeloberyx	spp	37251903
Melamphaidae	Scopeloberyx	microlepis	37251001
Melamphaidae	Scopelogadus	spp	37251904
Melamphaidae	Scopelogadus	beanii	37251005
Melamphaidae	Scopelogadus	mizolepis	37251006
Myctophidae	Scopelopsis	spp	37122924
Myctophidae	Scopelopsis	multipunctatus	37122005
Notosudidae	Scopelosaurus	spp	37125902
Notosudidae	Scopelosaurus	ahlstromi	37125001
Notosudidae	Scopelosaurus	hamiltoni	37125004
Notosudidae	Scopelosaurus	herwigi	37125007
Notosudidae	Scopelosaurus	hoedti	37125005
Notosudidae	Scopelosaurus	mauli	37125006
Notosudidae	Scopelosaurus	meadi	37125002
Notosudidae	Scopelosaurus	smithii	37125008
Scorpaenidae	Scorpaena	spp	37287904
Scorpaenidae	Scorpaena	bulacephala	37287125
Scorpaenidae	Scorpaena	cardinalis	37287098
Scorpaenidae	Scorpaena	cf <i>izensis</i>	37287831
Scorpaenidae	Scorpaena	cf <i>oglinus</i>	37287044
Scorpaenidae	Scorpaena	gasta	37287131
Scorpaenidae	Scorpaena	grandisquamis	37287067
Scorpaenidae	Scorpaena	izensis	37287068
Scorpaenidae	Scorpaena	jacksoniensis	37287066
Scorpaenidae	Scorpaena	papillosa	37287008
Scorpaenidae	Scorpaena	sp. A	37287834
Scorpaenidae	Scorpaena	sp. B	37287835
Scorpaenidae	Scorpaena	sp. C	37287836
Scorpaenidae	Scorpaena	sp. D	37287837
Scorpaenidae	Scorpaena	sp. E	37287838
Scorpaenidae	Scorpaena	sp. F	37287839
Scorpaenidae	Scorpaena	sp. G	37287840
Scorpaenidae	Scorpaena	sp. J	37287842
Scorpaenidae	Scorpaena	sp. K	37287843
Scorpaenidae	Scorpaena	sp. L	37287844
Scorpaenidae	Scorpaena	sp. M (var W)	37287845
Scorpaenidae	Scorpaena	sumptuosa	37287072
Scorpaenidae	Scorpaenodes	spp	37287939
Scorpaenidae	Scorpaenodes	albaiensis	37287073
Scorpaenidae	Scorpaenodes	evides	37287076
Scorpaenidae	Scorpaenodes	guamensis	37287074
Scorpaenidae	Scorpaenodes	hirsutus	37287075
Scorpaenidae	Scorpaenodes	kelloggi	37287099
Scorpaenidae	Scorpaenodes	minor	37287105
Scorpaenidae	Scorpaenodes	parvipinnis	37287077
Scorpaenidae	Scorpaenodes	quadrispinosus	37287137
Scorpaenidae	Scorpaenodes	scaber	37287078
Scorpaenidae	Scorpaenodes	smithi	37287119
Scorpaenidae	Scorpaenodes	steenei	37287079
Scorpaenidae	Scorpaenodes	varipinnis	37287080
Scorpaenidae	Scorpaenopsis	spp	37287940
Scorpaenidae	Scorpaenopsis	cotticeps	37287106
Scorpaenidae	Scorpaenopsis	diabolus	37287081
Scorpaenidae	Scorpaenopsis	eschmeyeri	37287127
Scorpaenidae	Scorpaenopsis	furneauxi	37287038
Scorpaenidae	Scorpaenopsis	insperatus	37287121
Scorpaenidae	Scorpaenopsis	macrochir	37287083
Scorpaenidae	Scorpaenopsis	neglecta	37287030
Scorpaenidae	Scorpaenopsis	obtusa	37287120
Scorpaenidae	Scorpaenopsis	oxycephala	37287084
Scorpaenidae	Scorpaenopsis	papuensis	37287107
Scorpaenidae	Scorpaenopsis	possi	37287108
Scorpaenidae	Scorpaenopsis	venosa	37287086
Scorpididae	Scorpis	spp	37361906
Scorpididae	Scorpis	aequipinnis	37361004
Scorpididae	Scorpis	georgiana	37361015
Scorpididae	Scorpis	lineolata	37361009
Scorpididae	Scorpis	violacea	37361019
Terapontidae	Scortum	spp	37321911
Terapontidae	Scortum	barcoo	37321025
Terapontidae	Scortum	hillii	37321026
Terapontidae	Scortum	neili	37321032
Terapontidae	Scortum	ogilbyi	37321035
Terapontidae	Scortum	parviceps	37321027
Somniosidae	Scymnodalatias	spp	37020917
Somniosidae	Scymnodalatias	albicauda	37020035
Somniosidae	Scymnodalatias	sherwoodi	37020052
Somniosidae	Scymnodon	spp	37020916
Somniosidae	Scymnodon	plunketi	37020013
Scorpaenidae	Sebastapistes	spp	37287941
Scorpaenidae	Sebastapistes	cyanostigma	37287087
Scorpaenidae	Sebastapistes	fowleri	37287136
Scorpaenidae	Sebastapistes	mauritiana	37287117
Scorpaenidae	Sebastapistes	strongia	37287088
Scorpaenidae	Sebastapistes	tinkhami	37287118
Sebastidae	Sebastes	spp	37287955
Sebastidae	Sebastes	alutus	37287750
Sebastidae	Sebastes	melanops	37287751
Sebastidae	Sebastiscus	spp	37287942
Sebastidae	Sebastiscus	marmoratus	37287112
Leiognathidae	Secutor	spp	37341907
Leiognathidae	Secutor	insidiator	37341006
Leiognathidae	Secutor	interruptus	37341021
Leiognathidae	Secutor	megalolepis	37341022
Carangidae	Selar	spp	37337925
Carangidae	Selar	boops	37337008
Carangidae	Selar	crumenophthalmus	37337009
Carangidae	Selaroides	spp	37337926
Carangidae	Selaroides	leptolepis	37337015
Serranidae	Selenanthias	spp	37311947
Serranidae	Selenanthias	analis	37311049
Zoarcidae	Seleniolycus	spp	37231906
Zoarcidae	Seleniolycus	laevifasciatus	37231755
Scatophagidae	Selenotoca	spp	37363901
Scatophagidae	Selenotoca	multifasciata	37363001
Carangidae	Seriola	spp	37337927
Carangidae	Seriola	dumerili	37337025
Carangidae	Seriola	hippos	37337007
Carangidae	Seriola	lalandi	37337006
Carangidae	Seriola	rivoliana	37337052
Centrolophidae	Seriolella	spp	37445909
Centrolophidae	Seriolella	brama	37445005
Centrolophidae	Seriolella	caerulea	37445011
Centrolophidae	Seriolella	punctata	37445006
Carangidae	Seriolina	spp	37337928
Carangidae	Seriolina	nigrofasciata	37337014
Serranidae	Serranocirrhitus	spp	37311948
Serranidae	Serranocirrhitus	latus	37311130
Serrivomeridae	Serrivomer	spp	37075901
Serrivomeridae	Serrivomer	beanii	37075001
Serrivomeridae	Serrivomer	bertini	37075002
Serrivomeridae	Serrivomer	sp. A	37075801
Setarchidae	Setarches	spp	37287943
Setarchidae	Setarches	guentheri	37287047
Engraulidae	Setipinna	spp	37086901
Engraulidae	Setipinna	paxtoni	37086003
Engraulidae	Setipinna	tenuifilis	37086008
Gobiidae	Sicyopterus	spp	37428980
Gobiidae	Sicyopterus	lagocephalus	37428335
Polyclinidae	Sidneioides	spp	35019906
Polyclinidae	Sidneioides	tamaramae	35019065
Siganidae	Siganus	spp	37438902
Siganidae	Siganus	argenteus	37438007
Siganidae	Siganus	canaliculatus	37438004
Siganidae	Siganus	corallinus	37438008
Siganidae	Siganus	doliatus	37438009
Siganidae	Siganus	fuscescens	37438001
Siganidae	Siganus	javus	37438005
Siganidae	Siganus	lineatus	37438010
Siganidae	Siganus	puellus	37438011
Siganidae	Siganus	punctatissimus	37438012
Siganidae	Siganus	punctatus	37438003
Siganidae	Siganus	spinus	37438013
Siganidae	Siganus	stellatus	37438018
Siganidae	Siganus	trispilos	37438014
Siganidae	Siganus	unimaculatus	37438015
Siganidae	Siganus	vermiculatus	37438006
Siganidae	Siganus	virgatus	37438016
Siganidae	Siganus	vulpinus	37438017
Pseudodistomidae	Sigillina	spp	35021903
Pseudodistomidae	Sigillina	australis	35021011
Pseudodistomidae	Sigillina	cyanea	35021012
Pseudodistomidae	Sigillina	exigua	35021019
Pseudodistomidae	Sigillina	fantasiana	35021013
Pseudodistomidae	Sigillina	grandissima	35021014
Pseudodistomidae	Sigillina	nigra	35021016
Pseudodistomidae	Sigillina	pulvinus	35021017
Pseudodistomidae	Sigillina	signifera	35021018
Gonostomatidae	Sigmops	spp	37106909
Gonostomatidae	Sigmops	bathyphilus	37106020
Gonostomatidae	Sigmops	elongatus	37106004
Gobiidae	Signigobius	spp	37428981
Gobiidae	Signigobius	biocellatus	37428249
Gobiidae	Silhouettea	spp	37428982
Gobiidae	Silhouettea	evanida	37428250
Gobiidae	Silhouettea	hoesei	37428251
Gobiidae	Silhouettea	insinuans	37428252
Sillaginidae	Sillaginodes	spp	37330903
Sillaginidae	Sillaginodes	punctatus	37330001
Sillaginidae	Sillago	spp	37330904
Sillaginidae	Sillago	analis	37330003
Sillaginidae	Sillago	bassensis	37330002
Sillaginidae	Sillago	burrus	37330004
Sillaginidae	Sillago	ciliata	37330010
Sillaginidae	Sillago	flindersi	37330014
Sillaginidae	Sillago	ingenuua	37330009
Sillaginidae	Sillago	lutea	37330007
Sillaginidae	Sillago	maculata	37330015
Sillaginidae	Sillago	robusta	37330005
Sillaginidae	Sillago	schomburgkii	37330012
Sillaginidae	Sillago	sihama	37330006
Sillaginidae	Sillago	vittata	37330013
Siluridae	Silurus	spp	37175902
Siluridae	Silurus	glanis	37175752
Synaphobranchidae	Simenchelys	spp	37070904
Synaphobranchidae	Simenchelys	parasitica	37070005
Pinguipedidae	Simipercis	spp	37390903
Pinguipedidae	Simipercis	trispinosa	37390027
Anacanthobatidae	Sinobatis	spp	37033901
Anacanthobatidae	Sinobatis	bulbicauda	37033001
Anacanthobatidae	Sinobatis	caerulea	37033003
Anacanthobatidae	Sinobatis	filicauda	37033002
Melamphaidae	Sio	spp	37251905
Melamphaidae	Sio	nordenskjoldii	37251007
Syngnathidae	Siokunichthys	spp	37282934
Syngnathidae	Siokunichthys	breviceps	37282097
Apogonidae	Siphamia	spp	37327921
Apogonidae	Siphamia	argentea	37327172
Apogonidae	Siphamia	cephalotes	37327032
Apogonidae	Siphamia	corallicola	37327175
Apogonidae	Siphamia	cuneiceps	37327115
Apogonidae	Siphamia	cyanophthalma	37327176
Apogonidae	Siphamia	guttulata	37327116
Apogonidae	Siphamia	jebbi	37327174
Apogonidae	Siphamia	majimai	37327117
Apogonidae	Siphamia	roseigaster	37327017
Apogonidae	Siphamia	tubifer	37327021
Apogonidae	Siphamia	tubulata	37327118
Odacidae	Siphonognathus	spp	37385905
Odacidae	Siphonognathus	argyrophanes	37385008
Odacidae	Siphonognathus	attenuatus	37385004
Odacidae	Siphonognathus	beddomei	37385006
Odacidae	Siphonognathus	caninis	37385011
Odacidae	Siphonognathus	radiatus	37385007
Odacidae	Siphonognathus	tanyourus	37385012
Ophidiidae	Sirembo	spp	37228953
Ophidiidae	Sirembo	amaculata	37228010
Ophidiidae	Sirembo	imberbis	37228005
Ophidiidae	Sirembo	jerdoni	37228009
Ophidiidae	Sirembo	metachroma	37228038
Ophidiidae	Sirembo	wami	37228122
Ophichthidae	Skythrenchelys	spp	37068922
Ophichthidae	Skythrenchelys	zabra	37068042
Lophiidae	Sladenia	spp	37208903
Carapidae	Snyderidia	spp	37229907
Carapidae	Snyderidia	canina	37229018
Tetrarogidae	Snyderina	spp	37287954
Tetrarogidae	Snyderina	yamanokami	37287141
Soleidae	Solea	spp	37462911
Soleidae	Solea	solea	37462790
Syngnathidae	Solegnathus	spp	37282935
Syngnathidae	Solegnathus	dunckeri	37282098
Syngnathidae	Solegnathus	guentheri	37282003
Syngnathidae	Solegnathus	robustus	37282004
Syngnathidae	Solegnathus	spinosissimus	37282029
Soleidae	Soleichthys	spp	37462912
Soleidae	Soleichthys	heterorhinos	37462015
Soleidae	Soleichthys	maculosus	37462045
Soleidae	Soleichthys	microcephalus	37462033
Soleidae	Soleichthys	oculofasciatus	37462047
Soleidae	Soleichthys	serpenpellis	37462046
Solenostomidae	Solenostomus	spp	37281901
Solenostomidae	Solenostomus	armatus	37281004
Solenostomidae	Solenostomus	cyanopterus	37281001
Solenostomidae	Solenostomus	halimeda	37281003
Solenostomidae	Solenostomus	paegnius	37281006
Solenostomidae	Solenostomus	paradoxus	37281002
Ogcocephalidae	Solocisquama	spp	37212907
Ogcocephalidae	Solocisquama	cf <i>erythrina</i> (var E)	37212043
Ogcocephalidae	Solocisquama	cf <i>erythrina</i> (var W)	37212042
Somniosidae	Somniosus	spp	37020918
Somniosidae	Somniosus	antarcticus	37020036
Trachichthyidae	Sorosichthys	spp	37255906
Trachichthyidae	Sorosichthys	ananassa	37255010
Sparidae	Sparidentex	spp	37353908
Sparidae	Sparidentex	hasta	37353017
Ophidiidae	Spectrunculus	spp	37228954
Ophidiidae	Spectrunculus	grandis	37228084
Apogonidae	Sphaeramia	spp	37327922
Apogonidae	Sphaeramia	nematoptera	37327119
Apogonidae	Sphaeramia	orbicularis	37327184
Macrouridae	Sphagemacrurus	spp	37232923
Macrouridae	Sphagemacrurus	pumiliceps	37232069
Macrouridae	Sphagemacrurus	richardi	37232103
Cepolidae	Sphenanthias	spp	37380904
Tetraodontidae	Sphoeroides	spp	37467910
Tetraodontidae	Sphoeroides	pachygaster	37467004
Sphyraenidae	Sphyraena	spp	37382901
Sphyraenidae	Sphyraena	acutipinnis	37382003
Sphyraenidae	Sphyraena	barracuda	37382008
Sphyraenidae	Sphyraena	forsteri	37382005
Sphyraenidae	Sphyraena	helleri	37382011
Sphyraenidae	Sphyraena	jello	37382004
Sphyraenidae	Sphyraena	novaehollandiae	37382002
Sphyraenidae	Sphyraena	obtusata	37382007
Sphyraenidae	Sphyraena	pinguis	37382001
Sphyraenidae	Sphyraena	putnamae	37382006
Sphyraenidae	Sphyraena	qenie	37382009
Sphyraenidae	Sphyraena	waitii	37382012
Epigonidae	Sphyraenops	spp	37327923
Epigonidae	Sphyraenops	bairdianus	37327169
Sphyrnidae	Sphyrna	spp	37019902
Sphyrnidae	Sphyrna	lewini	37019001
Sphyrnidae	Sphyrna	mokarran	37019002
Sphyrnidae	Sphyrna	zygaena	37019004
Macrouridae	Spicomacrurus	spp	37232924
Macrouridae	Spicomacrurus	adelscotti	37232081
Macrouridae	Spicomacrurus	kuronumai	37232057
Callionymidae	Spinicapitichthys	spp	37427916
Callionymidae	Spinicapitichthys	draconis	37427017
Rajidae	Spiniraja	spp	37031912
Rajidae	Spiniraja	whitleyi	37031006
Clupeidae	Spratelloides	spp	37085920
Clupeidae	Spratelloides	delicatulus	37085029
Clupeidae	Spratelloides	gracilis	37085030
Clupeidae	Spratelloides	robustus	37085003
Clupeidae	Sprattus	spp	37085921
Clupeidae	Sprattus	novaehollandiae	37085004
Clupeidae	Sprattus	sprattus	37085792
Clinidae	Springeratus	spp	37416903
Clinidae	Springeratus	caledonicus	37416033
Tripterygiidae	Springerichthys	spp	37415909
Tripterygiidae	Springerichthys	kulbickii	37415049
Dalatiidae	Squaliolus	spp	37020919
Dalatiidae	Squaliolus	aliae	37020017
Macrouridae	Squalogadus	spp	37232925
Macrouridae	Squalogadus	modificatus	37232070
Squalidae	Squalus	spp	37020901
Squalidae	Squalus	</i>cf. <i>megalops	37020055
Squalidae	Squalus	acanthias	37020008
Squalidae	Squalus	albifrons	37020038
Squalidae	Squalus	altipinnis	37020018
Squalidae	Squalus	chloroculus	37020048
Squalidae	Squalus	crassispinus	37020039
Squalidae	Squalus	edmundsi	37020046
Squalidae	Squalus	grahami	37020041
Squalidae	Squalus	griffini	37020054
Squalidae	Squalus	megalops	37020006
Squalidae	Squalus	montalbani	37020047
Squalidae	Squalus	nasutus	37020040
Squalidae	Squalus	notocaudatus	37020037
Squalidae	Squalus	sp. A	37020057
Squalidae	Squalus	sp. B	37020056
Percophidae	Squamicreedia	spp	37393908
Percophidae	Squamicreedia	obtusa	37393011
Squatinidae	Squatina	spp	37024900
Squatinidae	Squatina	albipunctata	37024004
Squatinidae	Squatina	australis	37024001
Squatinidae	Squatina	pseudocellata	37024005
Squatinidae	Squatina	tergocellata	37024002
Opistognathidae	Stalix	spp	37388902
Opistognathidae	Stalix	flavida	37388009
Opistognathidae	Stalix	histrio	37388010
Blenniidae	Stanulus	spp	37408924
Blenniidae	Stanulus	seychellensis	37408084
Blenniidae	Stanulus	talboti	37408085
Plesiopidae	Steeneichthys	spp	37316906
Plesiopidae	Steeneichthys	nativitatis	37316022
Plesiopidae	Steeneichthys	plesiopsus	37316015
Pomacentridae	Stegastes	spp	37372922
Pomacentridae	Stegastes	albifasciatus	37372130
Pomacentridae	Stegastes	apicalis	37372131
Pomacentridae	Stegastes	fasciolatus	37372132
Pomacentridae	Stegastes	gascoynei	37372133
Pomacentridae	Stegastes	insularis	37372150
Pomacentridae	Stegastes	nigricans	37372135
Pomacentridae	Stegastes	obreptus	37372136
Pomacentridae	Stegastes	punctatus	37372134
Oikopleuridae	Stegosoma	spp	35203906
Oikopleuridae	Stegosoma	magnum	35203012
Stegostomatidae	Stegostoma	spp	37013908
Stegostomatidae	Stegostoma	fasciatum	37013006
Paralepididae	Stemonosudis	spp	37126908
Paralepididae	Stemonosudis	elegans	37126009
Paralepididae	Stemonosudis	macrura	37126010
Paralepididae	Stemonosudis	rothschildi	37126011
Atherinidae	Stenatherina	spp	37246910
Atherinidae	Stenatherina	panatela	37246038
Monacanthidae	Stephanolepis	spp	37465934
Sternoptychidae	Sternoptyx	spp	37107905
Sternoptychidae	Sternoptyx	diaphana	37107009
Sternoptychidae	Sternoptyx	pseudobscura	37107019
Sternoptychidae	Sternoptyx	pseudodiaphana	37107018
Labridae	Stethojulis	spp	37384942
Labridae	Stethojulis	bandanensis	37384154
Labridae	Stethojulis	interrupta	37384155
Labridae	Stethojulis	strigiventer	37384156
Labridae	Stethojulis	trilineata	37384157
Ophiclinidae	Sticharium	spp	37414904
Ophiclinidae	Sticharium	clarkae	37414011
Ophiclinidae	Sticharium	dorsale	37414005
Syngnathidae	Stigmatopora	spp	37282936
Syngnathidae	Stigmatopora	argus	37282017
Syngnathidae	Stigmatopora	narinosa	37282132
Syngnathidae	Stigmatopora	nigra	37282018
Syngnathidae	Stipecampus	spp	37282937
Syngnathidae	Stipecampus	cristatus	37282019
Gobiidae	Stiphodon	spp	37428983
Gobiidae	Stiphodon	allen	37428358
Gobiidae	Stiphodon	atratus	37428405
Gobiidae	Stiphodon	rutilaureus	37428406
Gobiidae	Stiphodon	semoni	37428407
Engraulidae	Stolephorus	spp	37086902
Engraulidae	Stolephorus	advenus	37086020
Engraulidae	Stolephorus	andhraensis	37086011
Engraulidae	Stolephorus	brachycephalus	37086012
Engraulidae	Stolephorus	carpentariae	37086010
Engraulidae	Stolephorus	commersonii	37086013
Engraulidae	Stolephorus	indicus	37086006
Engraulidae	Stolephorus	nelsoni	37086021
Engraulidae	Stolephorus	waitei	37086016
Styelidae	Stolonica	spp	35033915
Styelidae	Stolonica	agnata	35033031
Styelidae	Stolonica	aluta	35033032
Styelidae	Stolonica	australis	35033033
Styelidae	Stolonica	brevigastra	35033040
Styelidae	Stolonica	carnosa	35033034
Styelidae	Stolonica	diptycha	35033035
Styelidae	Stolonica	duploplicata	35033036
Styelidae	Stolonica	nodula	35033037
Styelidae	Stolonica	reducta	35033038
Styelidae	Stolonica	styeliformis	35033107
Styelidae	Stolonica	truncata	35033039
Styelidae	Stolonica	vermiculata	35033108
Stomiidae	Stomias	spp	37112902
Stomiidae	Stomias	affinis	37112001
Stomiidae	Stomias	boa	37112002
Stomiidae	Stomias	gracilis	37112801
Stomiidae	Stomias	longibarbatus	37112003
Stomozoidae	Stomozoa	spp	35024901
Stomozoidae	Stomozoa	australiensis	35024001
Stomozoidae	Stomozoa	bellissima	35024002
Gobiidae	Stonogobiops	spp	37428984
Gobiidae	Stonogobiops	larsonae	37428334
Gobiidae	Stonogobiops	xanthorhinica	37428253
Belonidae	Strongylura	spp	37235903
Belonidae	Strongylura	incisa	37235007
Belonidae	Strongylura	krefftii	37235009
Belonidae	Strongylura	leiura	37235003
Belonidae	Strongylura	strongylura	37235004
Belonidae	Strongylura	urvillii	37235010
Muraenidae	Strophidon	spp	37060907
Muraenidae	Strophidon	sathete	37060060
Styelidae	Styela	spp	35033916
Styelidae	Styela	canopus	35033099
Styelidae	Styela	clava	35033100
Styelidae	Styela	plicata	35033101
Paralepididae	Sudis	spp	37126909
Paralepididae	Sudis	hyalina	37126012
Gobiidae	Sueviota	spp	37428985
Gobiidae	Sueviota	atrinasa	37428254
Gobiidae	Sueviota	lachneri	37428255
Gobiidae	Sueviota	larsonae	37428256
Labridae	Suezichthys	spp	37384943
Labridae	Suezichthys	arquatus	37384158
Labridae	Suezichthys	aylingi	37384159
Labridae	Suezichthys	bifurcatus	37384160
Labridae	Suezichthys	cyanolaemus	37384161
Labridae	Suezichthys	devisi	37384195
Labridae	Suezichthys	notatus	37384163
Labridae	Suezichthys	soelae	37384026
Balistidae	Sufflamen	spp	37465935
Balistidae	Sufflamen	bursa	37465078
Balistidae	Sufflamen	chrysopterum	37465079
Balistidae	Sufflamen	fraenatum	37465014
Platycephalidae	Suggrundus	spp	37296916
Platycephalidae	Suggrundus	macracanthus	37296012
Platycephalidae	Sunagocia	spp	37296917
Platycephalidae	Sunagocia	arenicola	37296043
Platycephalidae	Sunagocia	otaitensis	37296046
Platycephalidae	Sunagocia	sainsburyi	37296055
Orectolobidae	Sutorectus	spp	37013909
Orectolobidae	Sutorectus	tentaculatus	37013012
Pseudogrammatidae	Suttonia	spp	37314903
Pseudogrammatidae	Suttonia	lineata	37314004
Holozoidae	Sycozoa	spp	35015907
Holozoidae	Sycozoa	brevicauda	35015029
Holozoidae	Sycozoa	cavernosa	35015030
Holozoidae	Sycozoa	cerebriformis	35015031
Holozoidae	Sycozoa	georgiana	35015040
Holozoidae	Sycozoa	murrayi	35015032
Holozoidae	Sycozoa	pedunculata	35015033
Holozoidae	Sycozoa	pulchra	35015034
Holozoidae	Sycozoa	seiziwadai	35015035
Holozoidae	Sycozoa	sigillinoides	35015036
Myctophidae	Symbolophorus	spp	37122925
Myctophidae	Symbolophorus	barnardi	37122007
Myctophidae	Symbolophorus	boops	37122103
Myctophidae	Symbolophorus	evermanni	37122059
Lutjanidae	Symphorichthys	spp	37346928
Lutjanidae	Symphorichthys	spilurus	37346052
Lutjanidae	Symphorus	spp	37346929
Lutjanidae	Symphorus	nematophorus	37346017
Cynoglossidae	Symphurus	spp	37463903
Cynoglossidae	Symphurus	australis	37463020
Cynoglossidae	Symphurus	microrhynchus	37463023
Symphysanodontidae	Symphysanodon	spp	37346930
Symphysanodontidae	Symphysanodon	typus	37346071
Styelidae	Symplegma	spp	35033917
Styelidae	Symplegma	arenosa	35033041
Styelidae	Symplegma	bahraini	35033104
Styelidae	Symplegma	brakenhielmi	35033043
Styelidae	Symplegma	rubra	35033105
Styelidae	Symplegma	teruakii	35033042
Brachionichthyidae	Sympterichthys	spp	37209904
Brachionichthyidae	Sympterichthys	moultoni	37209016
Brachionichthyidae	Sympterichthys	unipennis	37209003
Acropomatidae	Synagrops	spp	37311949
Acropomatidae	Synagrops	japonicus	37311054
Synanceiidae	Synanceia	spp	37287944
Synanceiidae	Synanceia	horrida	37287049
Synanceiidae	Synanceia	verrucosa	37287089
Synaphobranchidae	Synaphobranchus	spp	37070905
Synaphobranchidae	Synaphobranchus	affinis	37070003
Synaphobranchidae	Synaphobranchus	brevidorsalis	37070004
Synaphobranchidae	Synaphobranchus	kaupii	37070008
Synaphobranchidae	Synaphobranchus	oregoni	37070009
Soleidae	Synclidopus	spp	37462913
Soleidae	Synclidopus	hogani	37462051
Soleidae	Synclidopus	macleayanus	37462018
Terapontidae	Syncomistes	spp	37321912
Terapontidae	Syncomistes	butleri	37321028
Terapontidae	Syncomistes	kimberleyensis	37321029
Terapontidae	Syncomistes	rastellus	37321030
Terapontidae	Syncomistes	trigonicus	37321031
Syngnathidae	Syngnathoides	spp	37282938
Syngnathidae	Syngnathoides	biaculeatus	37282100
Synodontidae	Synodus	spp	37118903
Synodontidae	Synodus	binotatus	37118021
Synodontidae	Synodus	dermatogenys	37118003
Synodontidae	Synodus	doaki	37118022
Synodontidae	Synodus	hoshinonis	37118010
Synodontidae	Synodus	houlti	37118024
Synodontidae	Synodus	indicus	37118009
Synodontidae	Synodus	jaculum	37118015
Synodontidae	Synodus	kaianus	37118011
Synodontidae	Synodus	macrops	37118012
Synodontidae	Synodus	oculeus	37118030
Synodontidae	Synodus	rubromarmoratus	37118025
Synodontidae	Synodus	sageneus	37118004
Synodontidae	Synodus	similis	37118007
Synodontidae	Synodus	tectus	37118026
Synodontidae	Synodus	variegatus	37118023
Polyclinidae	Synoicum	spp	35019907
Polyclinidae	Synoicum	adareanum	35019092
Polyclinidae	Synoicum	angustum	35019066
Polyclinidae	Synoicum	arenaceum	35019067
Polyclinidae	Synoicum	atopogaster	35019068
Polyclinidae	Synoicum	bowerbanki	35019069
Polyclinidae	Synoicum	buccinum	35019070
Polyclinidae	Synoicum	castellatum	35019071
Polyclinidae	Synoicum	chrysanthemum	35019072
Polyclinidae	Synoicum	citrum	35019073
Polyclinidae	Synoicum	concavitum	35019074
Polyclinidae	Synoicum	erectum	35019075
Polyclinidae	Synoicum	galei	35019076
Polyclinidae	Synoicum	implicatum	35019102
Polyclinidae	Synoicum	intercedens	35019077
Polyclinidae	Synoicum	kuranui	35019112
Polyclinidae	Synoicum	laboutei	35019094
Polyclinidae	Synoicum	longistriatum	35019078
Polyclinidae	Synoicum	macroglossum	35019079
Polyclinidae	Synoicum	obscurum	35019080
Polyclinidae	Synoicum	occidentalis	35019113
Polyclinidae	Synoicum	ostentor	35019111
Polyclinidae	Synoicum	papilliferum	35019081
Polyclinidae	Synoicum	prunum	35019082
Polyclinidae	Synoicum	pseudogrisiatum	35019098
Polyclinidae	Synoicum	rapum	35019099
Polyclinidae	Synoicum	sacculum	35019083
Polyclinidae	Synoicum	saxeum	35019084
Polyclinidae	Synoicum	sphinctorum	35019093
Polyclinidae	Synoicum	stewartense	35019114
Polyclinidae	Synoicum	suarenum	35019085
Polyclinidae	Synoicum	syrtis	35019104
Polyclinidae	Synoicum	tropicum	35019086
Polyclinidae	Synoicum	vesica	35019103
Myctophidae	Taaningichthys	spp	37122926
Myctophidae	Taaningichthys	bathyphilus	37122069
Apogonidae	Taeniamia	spp	37327934
